Metadata;Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa)
;4222555371020;1649435691804687;0;33887;1;820;1554.000000;37248;36144;32143;33279;32848;32863;30180;31315;31334;0;0;10.347674;7.700454;-1.070748;0.348370;-0.021984;0.259752;-43.626073;-4.911346;-20.693014;-0.551102;-0.044595;0.729943;0.401848;30.229226;0.000000;4222555371020;1649435691804687;0;62559;1;820;1579.000000;35984;29568;31231;28719;34576;32639;29975;36307;31557;0;0;7.746078;-7.432810;-2.896694;0.004615;0.162324;-0.310808;-53.158596;34.557286;-20.302959;0.461020;0.080069;-0.786423;0.403223;30.396243;0.000000;4222555371020;1649435691804687;0;46167;1;820;1658.000000;34880;44976;35631;32895;33072;32591;32748;30924;27720;0;0;1.428521;9.088075;2.392086;0.092584;0.178701;-0.190414;-8.478452;-24.370818;-67.952456;0.658217;0.458012;-0.412223;-0.432489;26.154381;0.000000;4222555371020;1649435691804687;0;33887;1;820;1659.000000;37312;29472;32575;32591;33072;32559;30033;35494;34213;0;0;10.460296;-7.059380;-0.626303;-0.109872;0.039149;-0.321261;-48.613561;32.157064;13.400263;-0.326977;-0.282490;0.654068;-0.620871;30.453172;0.000000;4222555371020;1649435691804687;0;58455;1;820;1671.000000;42912;42752;30159;31711;33488;32879;30832;28660;34935;0;0;7.625320;7.373419;-1.801665;-0.249270;0.089906;0.263341;-35.610174;-47.257003;22.087277;-0.481272;-0.739184;0.105055;-0.459290;30.059347;0.000000;4222555371020;1649435691804687;0;46175;1;820;1613.000000;34032;28816;33535;30719;32336;32799;30463;39090;32938;0;0;2.770699;-8.894406;2.707125;-0.087694;0.045789;0.104071;-40.435211;81.174561;-2.819718;-0.188460;0.300569;-0.524092;0.774253;26.047548;0.000000
;4222555371040;1649435691812500;0;50271;1;821;1554.000000;37328;36096;32143;33279;32848;32911;30196;31331;31318;0;0;10.531535;7.589692;-1.070914;0.348956;-0.021458;0.335736;-43.491468;-5.044303;-20.644469;-0.551592;-0.044224;0.730474;0.400248;30.229226;0.000000;4222555371040;1649435691812500;0;13407;1;821;1579.000000;35952;29648;31199;28735;34592;32607;29943;36291;31557;0;0;7.670408;-7.250302;-2.968650;0.028997;0.187380;-0.361058;-53.126657;34.196025;-20.367801;0.461869;0.081147;-0.785911;0.403033;30.396243;0.000000;4222555371040;1649435691812500;0;17495;1;821;1659.000000;35120;45680;35823;32911;33072;32591;32780;30956;27720;0;0;1.601695;9.611524;2.537514;0.118198;0.175430;-0.191222;-8.639698;-24.364838;-67.634799;0.657780;0.458381;-0.412043;-0.432936;26.363004;0.000000;4222555371040;1649435691812500;0;50271;1;821;1659.000000;37200;29520;32527;32543;33072;32543;30017;35478;34213;0;0;10.207242;-6.948861;-0.734168;-0.186310;0.038969;-0.348504;-48.507145;32.283090;13.088397;-0.327900;-0.283208;0.653906;-0.620227;30.453172;0.000000;4222555371040;1649435691812500;0;5207;1;821;1671.000000;43072;42400;30415;31695;33504;32911;30816;28644;34935;0;0;7.751134;7.107561;-1.609656;-0.275092;0.116563;0.313739;-35.441786;-47.342965;21.953351;-0.481210;-0.738652;0.106303;-0.459924;30.059347;0.000000;4222555371040;1649435691812500;0;5215;1;821;1613.000000;33984;28832;33551;30719;32336;32815;30479;39090;32970;0;0;2.662754;-8.856512;2.742987;-0.087984;0.046525;0.129988;-40.409322;81.346453;-2.549093;-0.188780;0.300213;-0.524425;0.774088;26.047548;0.000000
;4222555371060;1649435691820312;0;5215;1;822;1555.000000;37376;36048;32127;33263;32832;32959;30180;31331;31318;0;0;10.643382;7.480474;-1.108334;0.321422;-0.048354;0.412228;-43.539465;-5.044753;-20.758881;-0.552129;-0.043534;0.731031;0.398564;30.444126;0.000000;4222555371060;1649435691820312;0;33887;1;822;1579.000000;35936;29744;31151;28735;34608;32575;29959;36243;31557;0;0;7.630771;-7.032042;-3.076640;0.028574;0.212483;-0.411775;-53.249966;34.164319;-20.499820;0.462875;0.082340;-0.785336;0.402758;30.396243;0.000000;4222555371060;1649435691820312;0;13399;1;822;1657.000000;34880;45296;35663;32911;33088;32575;32780;30924;27704;0;0;1.424512;9.326345;2.416082;0.118429;0.207258;-0.214730;-8.553199;-24.461168;-67.752127;0.657405;0.458890;-0.411684;-0.433307;25.945758;0.000000;4222555371060;1649435691820312;0;54367;1;822;1660.000000;37088;29552;32495;32495;33056;32495;30033;35494;34229;0;0;9.955471;-6.871961;-0.806028;-0.262129;0.012765;-0.427705;-48.370856;32.230811;13.417938;-0.329031;-0.284095;0.653871;-0.619259;30.654582;0.000000;4222555371060;1649435691820312;0;21591;1;822;1671.000000;43152;42048;30559;31679;33504;32943;30816;28660;34919;0;0;7.816377;6.842770;-1.501658;-0.300537;0.117466;0.364183;-35.577910;-47.487555;21.955262;-0.481129;-0.738048;0.107740;-0.460643;30.059347;0.000000;4222555371060;1649435691820312;0;21599;1;822;1613.000000;33952;28848;33583;30703;32336;32815;30479;39106;32970;0;0;2.590576;-8.819223;2.814679;-0.113639;0.046262;0.129868;-40.558191;81.319463;-2.390607;-0.189071;0.299877;-0.524834;0.773870;26.047548;0.000000
;4222555371080;1649435691828125;0;21599;1;823;1555.000000;37408;35952;32127;33279;32816;33007;30180;31347;31366;0;0;10.719673;7.263577;-1.108407;0.347752;-0.073450;0.488134;-43.424192;-4.924228;-20.892763;-0.552705;-0.042644;0.731692;0.396643;30.444126;0.000000;4222555371080;1649435691828125;0;50271;1;823;1579.000000;35936;29936;31167;28735;34640;32543;29959;36275;31541;0;0;7.624277;-6.596721;-3.040864;0.028362;0.263884;-0.462501;-53.252157;34.023300;-20.476827;0.464116;0.083607;-0.784650;0.402406;30.396243;0.000000;4222555371080;1649435691828125;0;33879;1;823;1659.000000;34864;45232;35551;32927;33104;32559;32780;30940;27736;0;0;1.413727;9.279994;2.331752;0.144196;0.226260;-0.241769;-8.158911;-24.619971;-68.193572;0.656968;0.459541;-0.411271;-0.433671;26.363004;0.000000;4222555371080;1649435691828125;0;9311;1;823;1661.000000;36992;29520;32495;32447;33040;32447;30033;35462;34229;0;0;9.741791;-6.937735;-0.805855;-0.337946;-0.013439;-0.506872;-48.503609;32.369050;13.505604;-0.330369;-0.285149;0.653963;-0.617963;30.855992;0.000000;4222555371080;1649435691828125;0;33879;1;823;1671.000000;43104;41904;30511;31695;33520;32975;30816;28660;34919;0;0;7.781955;6.735521;-1.537674;-0.276103;0.143840;0.414395;-35.735876;-47.328604;22.066743;-0.480897;-0.737419;0.109229;-0.461542;30.059347;0.000000;4222555371080;1649435691828125;0;37983;1;823;1613.000000;33984;28816;33567;30687;32336;32831;30479;39122;32954;0;0;2.663338;-8.892669;2.778845;-0.139584;0.046735;0.155666;-40.548945;81.299669;-2.724780;-0.189407;0.299505;-0.525352;0.773580;26.047548;0.000000
;4222555371100;1649435691835937;0;42079;1;824;1555.000000;37392;35872;32127;33263;32832;33039;30180;31347;31350;0;0;10.686108;7.084376;-1.108381;0.322399;-0.047477;0.538843;-43.286154;-4.925158;-20.751092;-0.553435;-0.041596;0.732262;0.394678;30.444126;0.000000;4222555371100;1649435691835937;0;1119;1;824;1578.000000;35840;29952;31247;28719;34656;32511;29943;36243;31557;0;0;7.403537;-6.558346;-2.860756;0.003483;0.291417;-0.512794;-53.123838;34.127622;-20.481158;0.465527;0.084939;-0.783934;0.401893;30.191289;0.000000;4222555371100;1649435691835937;0;58455;1;824;1660.000000;34928;45232;35503;32927;33088;32559;32796;30908;27704;0;0;1.462170;9.279836;2.295703;0.143958;0.197684;-0.242852;-8.234590;-24.356902;-67.995079;0.656484;0.460145;-0.410928;-0.434090;26.571627;0.000000;4222555371100;1649435691835937;0;9311;1;824;1659.000000;36928;29520;32447;32399;33008;32415;30033;35446;34213;0;0;9.596651;-6.939275;-0.913724;-0.416747;-0.061376;-0.559218;-48.611153;32.368980;13.483371;-0.331797;-0.286349;0.654245;-0.616343;30.453172;0.000000;4222555371100;1649435691835937;0;50263;1;824;1670.000000;43072;42096;30431;31695;33520;32991;30768;28676;34887;0;0;7.754913;6.878699;-1.597990;-0.276707;0.146778;0.440474;-35.464950;-47.330171;22.178678;-0.480619;-0.736769;0.110787;-0.462496;29.861523;0.000000;4222555371100;1649435691835937;0;50271;1;824;1612.000000;33968;28832;33551;30671;32320;32831;30495;39122;32954;0;0;2.625561;-8.855937;2.742449;-0.165280;0.020966;0.156361;-40.434253;81.416764;-2.687795;-0.189769;0.299229;-0.525929;0.773207;25.849430;0.000000
;4222555371120;1649435691843750;0;50271;1;825;1554.000000;37312;35936;31951;33199;32832;33087;30148;31363;31382;0;0;10.501219;7.230713;-1.506983;0.222505;-0.045360;0.617045;-43.455178;-5.045666;-20.667046;-0.554305;-0.040111;0.732682;0.392827;30.229226;0.000000;4222555371120;1649435691843750;0;9311;1;825;1579.000000;35824;29904;31199;28719;34672;32479;29927;36227;31525;0;0;7.369561;-6.665519;-2.968594;0.002713;0.314136;-0.564401;-53.128897;34.396721;-20.428177;0.467087;0.086392;-0.783156;0.401290;30.396243;0.000000;4222555371120;1649435691843750;0;5207;1;825;1658.000000;34912;45312;35519;32927;33104;32543;32812;30908;27704;0;0;1.448649;9.338595;2.307455;0.144191;0.229683;-0.266289;-8.230273;-24.256283;-67.859989;0.656009;0.460840;-0.410462;-0.434510;26.154381;0.000000;4222555371120;1649435691843750;0;25695;1;825;1659.000000;36912;29472;32431;32399;33008;32367;30033;35430;34245;0;0;9.562406;-7.045252;-0.949636;-0.416974;-0.060619;-0.635882;-48.594597;32.224796;13.512211;-0.333411;-0.287740;0.654437;-0.614618;30.453172;0.000000;4222555371120;1649435691843750;0;17495;1;825;1671.000000;43344;42288;30479;31711;33536;33023;30800;28660;34871;0;0;7.958122;7.020039;-1.561342;-0.251827;0.170594;0.489783;-35.364371;-47.483735;22.208026;-0.480189;-0.736099;0.112398;-0.463620;30.059347;0.000000;4222555371120;1649435691843750;0;5215;1;825;1613.000000;33920;28896;33615;30655;32320;32847;30495;39122;32970;0;0;2.517206;-8.709653;2.886339;-0.191224;0.020871;0.181738;-40.286710;81.534206;-2.545004;-0.190177;0.298920;-0.526614;0.772760;26.047548;0.000000
;4222555371140;1649435691851562;0;5215;1;826;1555.000000;37248;35952;32143;33199;32832;33103;30180;31379;31366;0;0;10.355360;7.269379;-1.071742;0.220283;-0.046915;0.641978;-43.401554;-5.041510;-20.579832;-0.555206;-0.038547;0.733101;0.390926;30.444126;0.000000;4222555371140;1649435691851562;0;25695;1;826;1579.000000;36000;29872;31199;28703;34672;32447;29927;36227;31509;0;0;7.772469;-6.744033;-2.969006;-0.022723;0.312985;-0.615576;-53.226749;34.208776;-20.687049;0.468728;0.087956;-0.782398;0.400512;30.396243;0.000000;4222555371140;1649435691851562;0;21591;1;826;1659.000000;34816;45392;35583;32927;33104;32527;32780;30924;27720;0;0;1.375763;9.400021;2.355870;0.144132;0.226508;-0.292723;-8.172031;-24.378167;-68.033687;0.655485;0.461572;-0.409955;-0.435004;26.363004;0.000000;4222555371140;1649435691851562;0;42079;1;826;1659.000000;36864;29440;32431;32399;32976;32319;30017;35398;34261;0;0;9.455738;-7.114614;-0.949527;-0.417574;-0.110394;-0.713151;-48.581625;32.293384;13.380809;-0.335082;-0.289444;0.654602;-0.612730;30.453172;0.000000;4222555371140;1649435691851562;0;37975;1;826;1671.000000;43424;42096;30591;31711;33552;33055;30768;28708;34887;0;0;8.021218;6.875123;-1.477323;-0.252520;0.197109;0.540088;-35.491535;-47.369986;21.948734;-0.479680;-0.735354;0.114105;-0.464912;30.059347;0.000000;4222555371140;1649435691851562;0;17503;1;826;1612.000000;33904;28880;33567;30639;32304;32863;30511;39122;32954;0;0;2.480644;-8.745176;2.778290;-0.217209;-0.004163;0.208361;-40.423222;81.516240;-2.540796;-0.190687;0.298650;-0.527388;0.772210;25.849430;0.000000
;4222555371160;1649435691859375;0;17503;1;827;1555.000000;37072;35920;32095;33183;32864;33135;30180;31395;31366;0;0;9.955893;7.203842;-1.180410;0.194911;0.004715;0.692289;-43.516314;-4.927330;-20.438966;-0.556332;-0.036863;0.733371;0.388978;30.444126;0.000000;4222555371160;1649435691859375;0;46175;1;827;1579.000000;36160;29936;31231;28703;34688;32431;29895;36211;31493;0;0;8.135540;-6.604369;-2.897525;-0.022829;0.338686;-0.640939;-53.280346;34.252707;-20.803524;0.470486;0.089556;-0.781580;0.399695;30.396243;0.000000;4222555371160;1649435691859375;0;37975;1;827;1659.000000;34768;45376;35551;32943;33088;32527;32812;30908;27720;0;0;1.339757;9.388633;2.331641;0.169563;0.201255;-0.292681;-8.475499;-24.511008;-68.000393;0.654873;0.462325;-0.409556;-0.435501;26.363004;0.000000;4222555371160;1649435691859375;0;50271;1;827;1659.000000;36848;29424;32383;32415;32960;32271;30017;35350;34261;0;0;9.420437;-7.149517;-1.057460;-0.392534;-0.134759;-0.789554;-48.669363;32.090899;13.290805;-0.336843;-0.291431;0.654647;-0.610772;30.453172;0.000000;4222555371160;1649435691859375;0;50263;1;827;1671.000000;43280;41840;30527;31711;33568;33071;30736;28708;34887;0;0;7.915744;6.685236;-1.525449;-0.253055;0.223243;0.565217;-35.570602;-47.120732;21.855011;-0.479135;-0.734544;0.115835;-0.466322;30.059347;0.000000;4222555371160;1649435691859375;0;37983;1;827;1612.000000;33936;28816;33551;30607;32304;32879;30527;39138;32986;0;0;2.554598;-8.890896;2.742489;-0.268808;-0.003952;0.234044;-40.592738;81.496564;-2.716517;-0.191213;0.298365;-0.528348;0.771533;25.849430;0.000000
;4222555371180;1649435691867187;0;33887;1;828;1555.000000;36896;35872;32175;33183;32864;33167;30164;31411;31366;0;0;9.556740;7.102361;-0.998355;0.195302;0.005065;0.742935;-43.629655;-4.839458;-20.560902;-0.557530;-0.035035;0.733641;0.386915;30.444126;0.000000;4222555371180;1649435691867187;0;1119;1;828;1578.000000;36080;30000;31327;28719;34704;32415;29879;36211;31525;0;0;7.949684;-6.457724;-2.681531;0.002216;0.366726;-0.664971;-53.509039;34.206679;-20.665252;0.472353;0.091232;-0.780657;0.398916;30.191289;0.000000;4222555371180;1649435691867187;0;54359;1;828;1659.000000;34752;45376;35551;32959;33088;32527;32812;30908;27704;0;0;1.327705;9.388818;2.331625;0.195204;0.201281;-0.292516;-8.332499;-24.357384;-67.973863;0.654214;0.463143;-0.409200;-0.435956;26.363004;0.000000;4222555371180;1649435691867187;0;62559;1;828;1659.000000;36848;29408;32399;32447;32944;32223;30001;35334;34245;0;0;9.420965;-7.185054;-1.021450;-0.342039;-0.158979;-0.865395;-48.921612;31.721286;13.135969;-0.338663;-0.293732;0.654509;-0.608808;30.453172;0.000000;4222555371180;1649435691867187;0;54359;1;828;1671.000000;43120;41648;30463;31695;33584;33103;30736;28708;34855;0;0;7.797343;6.543512;-1.573599;-0.278876;0.249900;0.615614;-35.662869;-47.165826;21.896087;-0.478582;-0.733611;0.117706;-0.467888;30.059347;0.000000;4222555371180;1649435691867187;0;50271;1;828;1612.000000;33968;28736;33519;30591;32304;32879;30527;39154;33002;0;0;2.629160;-9.072740;2.670862;-0.294462;-0.004215;0.233925;-40.293693;81.622833;-2.591023;-0.191708;0.298100;-0.529384;0.770803;25.849430;0.000000
;4222555371200;1649435691875000;0;46175;1;829;1555.000000;36752;35792;32207;33151;32864;33199;30132;31427;31382;0;0;9.231686;6.927804;-0.925389;0.144244;0.005347;0.794503;-43.576045;-4.752659;-20.742055;-0.558810;-0.032949;0.733834;0.384881;30.444126;0.000000;4222555371200;1649435691875000;0;13407;1;829;1579.000000;36064;30048;31311;28719;34704;32399;29879;36163;31509;0;0;7.912394;-6.347256;-2.717517;0.001552;0.363743;-0.691189;-53.629647;33.712549;-20.682197;0.474249;0.092990;-0.779724;0.398083;30.396243;0.000000;4222555371200;1649435691875000;0;5207;1;829;1659.000000;34720;45440;35487;32959;33088;32527;32844;30908;27720;0;0;1.302799;9.436984;2.283224;0.195204;0.201281;-0.292516;-8.081214;-24.365708;-68.156503;0.653554;0.463960;-0.408844;-0.436411;26.363004;0.000000;4222555371200;1649435691875000;0;17503;1;829;1659.000000;36800;29456;32367;32495;32944;32191;30017;35334;34277;0;0;9.311584;-7.076787;-1.093417;-0.265829;-0.158042;-0.914815;-48.897298;31.806345;13.280984;-0.340511;-0.296254;0.654123;-0.606967;30.453172;0.000000;4222555371200;1649435691875000;0;62551;1;829;1670.000000;42976;41520;30303;31679;33584;33119;30704;28740;34855;0;0;7.689814;6.448448;-1.693982;-0.304608;0.252977;0.641816;-35.793242;-47.178284;21.763697;-0.478052;-0.732606;0.119694;-0.469497;29.861523;0.000000;4222555371200;1649435691875000;0;62559;1;829;1612.000000;34064;28352;33535;30607;32320;32895;30543;39170;33002;0;0;2.858123;-9.943638;2.707020;-0.269058;0.022859;0.259572;-40.203268;81.689564;-2.282293;-0.192255;0.297681;-0.530393;0.770135;25.849430;0.000000
;4222555371220;1649435691882812;0;54367;1;830;1555.000000;36624;35632;32255;33167;32880;33215;30116;31459;31366;0;0;8.945889;6.572887;-0.816121;0.170144;0.031213;0.818967;-43.729265;-4.650591;-20.345512;-0.560191;-0.030887;0.734005;0.382713;30.444126;0.000000;4222555371220;1649435691882812;0;33887;1;830;1579.000000;36032;30096;31343;28719;34720;32383;29815;36195;31509;0;0;7.837641;-6.237371;-2.645533;0.001446;0.389444;-0.716552;-53.449705;33.669045;-20.810127;0.476259;0.094784;-0.778729;0.397208;30.396243;0.000000;4222555371220;1649435691882812;0;29783;1;830;1660.000000;34768;45584;35455;32959;33088;32527;32828;30892;27688;0;0;1.337552;9.544547;2.259236;0.195178;0.197983;-0.293467;-8.150513;-24.478077;-67.985308;0.652887;0.464773;-0.408493;-0.436874;26.571627;0.000000;4222555371220;1649435691882812;0;42079;1;830;1660.000000;36768;29584;32463;32527;32928;32159;30001;35286;34261;0;0;9.235941;-6.789717;-0.877576;-0.214304;-0.183779;-0.965529;-48.766457;31.725462;13.433594;-0.342350;-0.299031;0.653581;-0.605152;30.654582;0.000000;4222555371220;1649435691882812;0;13399;1;830;1671.000000;43200;41264;29999;31679;33584;33151;30688;28772;34855;0;0;7.862197;6.254773;-1.921071;-0.304480;0.251184;0.691235;-35.687238;-47.067040;21.690811;-0.477427;-0.731576;0.121825;-0.471188;30.059347;0.000000;4222555371220;1649435691882812;0;17503;1;830;1613.000000;33984;28592;33439;30639;32336;32895;30543;39170;32986;0;0;2.671776;-9.398514;2.492336;-0.217709;0.048890;0.258975;-40.237091;81.930316;-2.464095;-0.192805;0.297145;-0.531265;0.769603;26.047548;0.000000
;4222555371240;1649435691890625;0;5215;1;831;1555.000000;36592;35472;32255;33183;32864;33247;30116;31491;31382;0;0;8.878758;6.214486;-0.816070;0.196279;0.005941;0.869550;-43.646755;-4.553971;-20.170700;-0.561565;-0.028699;0.734267;0.380358;30.444126;0.000000;4222555371240;1649435691890625;0;42079;1;831;1578.000000;35952;30016;31375;28735;34720;32351;29847;36163;31493;0;0;7.656782;-6.417164;-2.573294;0.025967;0.390586;-0.765946;-53.568948;33.750298;-20.776409;0.478335;0.096771;-0.777667;0.396313;30.191289;0.000000;4222555371240;1649435691890625;0;29783;1;831;1658.000000;34688;45296;35535;32943;33088;32543;32860;30892;27704;0;0;1.280113;9.329244;2.319319;0.169621;0.204430;-0.266246;-8.060322;-24.528491;-67.957030;0.652321;0.465487;-0.408132;-0.437295;26.154381;0.000000;4222555371240;1649435691890625;0;54367;1;831;1659.000000;36704;29680;32335;32575;32944;32143;29985;35270;34277;0;0;9.088359;-6.576145;-1.165519;-0.138786;-0.156563;-0.988664;-48.802542;31.377171;13.236801;-0.344221;-0.301898;0.652787;-0.603522;30.453172;0.000000;4222555371240;1649435691890625;0;29783;1;831;1670.000000;43264;41280;30111;31647;33584;33167;30656;28788;34839;0;0;7.910232;6.264833;-1.837416;-0.355340;0.254403;0.717540;-36.080262;-46.943478;21.502621;-0.476897;-0.730425;0.124118;-0.472909;29.861523;0.000000;4222555371240;1649435691890625;0;29791;1;831;1612.000000;33984;28640;33439;30671;32336;32895;30559;39202;33002;0;0;2.668574;-9.290085;2.491737;-0.166400;0.049985;0.259656;-40.101964;82.022165;-2.612951;-0.193414;0.296566;-0.531983;0.769177;25.849430;0.000000
;4222555371260;1649435691898437;0;21599;1;832;1556.000000;36576;35360;32079;33183;32864;33279;30100;31491;31366;0;0;8.847533;5.963663;-1.216772;0.194251;0.004562;0.919747;-43.917808;-4.476784;-20.102143;-0.563004;-0.026361;0.734526;0.377894;30.659026;0.000000;4222555371260;1649435691898437;0;58463;1;832;1578.000000;36064;30000;31455;28735;34720;32335;29815;36115;31493;0;0;7.912835;-6.457315;-2.393678;0.025651;0.389988;-0.791305;-53.788038;33.355539;-20.869111;0.480444;0.098834;-0.776590;0.395365;30.191289;0.000000;4222555371260;1649435691898437;0;54359;1;832;1660.000000;34592;45072;35567;32975;33088;32527;32844;30844;27720;0;0;1.210978;9.164248;2.343736;0.220819;0.198009;-0.293303;-7.778970;-24.804858;-68.279687;0.651606;0.466363;-0.407824;-0.437715;26.571627;0.000000;4222555371260;1649435691898437;0;9311;1;832;1659.000000;36688;29792;32287;32639;32944;32111;30001;35222;34293;0;0;9.048642;-6.326903;-1.273600;-0.037121;-0.155481;-1.037522;-48.775614;31.232812;13.341141;-0.346084;-0.305019;0.651684;-0.602077;30.453172;0.000000;4222555371260;1649435691898437;0;1111;1;832;1672.000000;43472;41792;30351;31631;33584;33183;30640;28772;34839;0;0;8.061497;6.647616;-1.656598;-0.379520;0.249819;0.741135;-36.149940;-47.005534;21.122308;-0.476385;-0.729219;0.126532;-0.474644;30.257171;0.000000;4222555371260;1649435691898437;0;50271;1;832;1612.000000;33904;28752;33519;30671;32336;32895;30559;39186;33018;0;0;2.485446;-9.034242;2.670894;-0.166400;0.049985;0.259656;-40.002857;82.007862;-2.422884;-0.194022;0.295986;-0.532701;0.768751;25.849430;0.000000
;4222555371280;1649435691906250;0;37983;1;833;1554.000000;36560;35280;32015;33199;32864;33311;30100;31507;31398;0;0;8.812416;5.783856;-1.360154;0.225203;0.008407;0.970840;-43.916987;-4.269437;-19.949145;-0.564518;-0.023949;0.734816;0.375222;30.229226;0.000000;4222555371280;1649435691906250;0;25695;1;833;1579.000000;36112;30128;31503;28767;34736;32319;29799;36115;31445;0;0;8.018817;-6.167689;-2.286004;0.074804;0.413212;-0.816576;-53.813911;33.325562;-21.207454;0.482638;0.101030;-0.775374;0.394524;30.396243;0.000000;4222555371280;1649435691906250;0;13399;1;833;1659.000000;34736;45680;35551;33007;33088;32527;32844;30860;27720;0;0;1.312158;9.616002;2.331582;0.272128;0.201360;-0.292023;-7.961814;-24.625027;-68.103194;0.650803;0.467373;-0.407597;-0.438043;26.363004;0.000000;4222555371280;1649435691906250;0;29791;1;833;1659.000000;36672;29840;32319;32703;32944;32095;30001;35206;34277;0;0;9.011014;-6.219828;-1.201649;0.064619;-0.154651;-1.060824;-48.893910;30.965966;13.734736;-0.347876;-0.308332;0.650300;-0.600852;30.453172;0.000000;4222555371280;1649435691906250;0;42071;1;833;1672.000000;43952;42080;30895;31599;33584;33199;30624;28788;34807;0;0;8.420953;6.857010;-1.248437;-0.429935;0.250483;0.766492;-36.031228;-46.803432;21.163119;-0.475964;-0.727898;0.129108;-0.476397;30.257171;0.000000;4222555371280;1649435691906250;0;9311;1;833;1612.000000;33856;28768;33567;30655;32336;32895;30591;39202;33018;0;0;2.377476;-8.996381;2.778440;-0.192055;0.049722;0.259537;-39.930162;81.991962;-2.473361;-0.194601;0.295426;-0.533494;0.768269;25.849430;0.000000
