Metadata;Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa)
;4222556160140;1649436000054687;0;37983;1;1108;1554.000000;36896;32336;31903;33071;32864;32687;29952;34366;31893;0;0;9.682980;-0.843913;-1.615472;0.011788;0.001295;-0.013261;-44.729241;29.763805;-13.165866;0.605572;-0.339538;-0.676756;-0.244944;30.229226;0.000000;4222556160140;1649436000054687;0;29791;1;1108;1579.000000;36944;32400;31983;28671;34528;32815;28740;34460;31254;0;0;9.840816;-1.044849;-1.211193;-0.066950;0.090145;-0.033288;-66.712909;12.259151;-25.104232;-0.451693;0.560975;0.493260;0.487827;30.396243;0.000000;4222556160140;1649436000054687;0;9303;1;1108;1656.000000;34400;45552;34735;32879;33072;32703;32859;30494;27773;0;0;1.058438;9.522235;1.714156;0.067216;0.183575;-0.010603;-6.962256;-29.418913;-67.103315;-0.760366;-0.622434;0.154220;0.103127;25.737135;0.000000;4222556160140;1649436000054687;0;17503;1;1108;1656.000000;37056;33056;32175;32575;33056;32735;30154;32450;34571;0;0;9.760869;0.899935;-1.529851;-0.136577;0.014990;-0.039354;-46.862412;-3.950121;18.201512;0.168608;0.744992;-0.117904;0.634552;29.848943;0.000000;4222556160140;1649436000054687;0;1111;1;1108;1669.000000;45760;34016;31823;31727;33488;32735;29268;30673;34405;0;0;9.893038;0.788652;-0.551521;-0.223512;0.091457;0.038444;-53.000478;-22.998703;15.322276;0.364632;0.629216;-0.338271;0.597246;29.663699;0.000000;4222556160140;1649436000054687;0;58463;1;1108;1611.000000;33904;28672;33295;30751;32320;32719;30821;39064;32875;0;0;2.487286;-9.214713;2.168743;-0.034980;0.017460;-0.024185;-35.479523;81.503362;-3.234010;-0.067855;0.209549;-0.589797;0.776932;25.651313;0.000000
;4222556160160;1649436000062500;0;54367;1;1109;1554.000000;36896;32320;31919;33087;32864;32687;29952;34334;31893;0;0;9.683520;-0.879866;-1.579133;0.037512;0.001330;-0.013722;-44.907304;29.975779;-13.185392;0.605643;-0.339523;-0.676682;-0.244993;30.229226;0.000000;4222556160160;1649436000062500;0;42079;1;1109;1578.000000;36944;32400;31983;28671;34512;32815;28724;34460;31254;0;0;9.840033;-1.046188;-1.211193;-0.066814;0.066228;-0.032305;-67.026249;14.276159;-25.205092;-0.451710;0.560953;0.493326;0.487769;30.191289;0.000000;4222556160160;1649436000062500;0;29783;1;1109;1657.000000;34416;45552;34783;32879;33056;32703;32827;30510;27757;0;0;1.071138;9.522943;1.750602;0.066984;0.155655;-0.011400;-6.831784;-29.731856;-67.460128;-0.760361;-0.622411;0.154306;0.103178;25.945758;0.000000;4222556160160;1649436000062500;0;37983;1;1109;1657.000000;37088;33040;32191;32591;33056;32735;30186;32434;34587;0;0;9.833330;0.864896;-1.493896;-0.111132;0.013628;-0.039203;-47.098998;-4.083557;18.225606;0.168709;0.744992;-0.117895;0.634527;30.050352;0.000000;4222556160160;1649436000062500;0;25687;1;1109;1670.000000;45792;34064;31839;31743;33488;32735;29236;30641;34389;0;0;9.916774;0.825115;-0.539200;-0.198032;0.088756;0.037415;-53.449441;-23.323056;15.284553;0.364806;0.628964;-0.338737;0.597142;29.861523;0.000000;4222556160160;1649436000062500;0;9311;1;1109;1611.000000;33904;28672;33295;30735;32320;32719;30821;39048;32875;0;0;2.487286;-9.214713;2.168743;-0.060633;0.017198;-0.024305;-35.330835;81.798842;-3.428080;-0.067805;0.209588;-0.589836;0.776897;25.651313;0.000000
;4222556160180;1649436000070312;0;1119;1;1110;1553.000000;36896;32272;31935;33071;32848;32687;29984;34350;31909;0;0;9.684370;-0.987670;-1.541819;0.014228;-0.022632;-0.012595;-45.277067;29.986258;-13.305699;0.605621;-0.339589;-0.676642;-0.245068;30.014327;0.000000;4222556160180;1649436000070312;0;58463;1;1110;1579.000000;36928;32432;31983;28671;34512;32815;28724;34476;31270;0;0;9.803210;-0.971751;-1.211186;-0.067160;0.063846;-0.033280;-67.307984;14.740064;-25.456924;-0.451720;0.560935;0.493398;0.487708;30.396243;0.000000;4222556160180;1649436000070312;0;46167;1;1110;1656.000000;34432;45568;34767;32879;33056;32703;32827;30510;27757;0;0;1.082393;9.533807;1.738368;0.067006;0.158294;-0.010725;-6.932451;-29.722682;-67.626607;-0.760358;-0.622388;0.154385;0.103221;25.737135;0.000000;4222556160180;1649436000070312;0;54367;1;1110;1657.000000;37088;33056;32207;32591;33056;32735;30154;32450;34619;0;0;9.832754;0.900392;-1.457924;-0.111132;0.013628;-0.039203;-47.424760;-4.110367;18.245231;0.168811;0.744991;-0.117887;0.634503;30.050352;0.000000;4222556160180;1649436000070312;0;50263;1;1110;1670.000000;45840;34048;31839;31759;33472;32735;29252;30689;34389;0;0;9.953237;0.812492;-0.539135;-0.172528;0.062861;0.037370;-53.757272;-23.410138;15.197210;0.364883;0.628808;-0.339180;0.597008;29.861523;0.000000;4222556160180;1649436000070312;0;21599;1;1110;1610.000000;33904;28672;33295;30751;32320;32719;30821;39080;32891;0;0;2.485977;-9.214712;2.168299;-0.034982;0.017793;-0.023874;-35.388965;81.715578;-3.295241;-0.067776;0.209617;-0.589798;0.776921;25.453195;0.000000
;4222556160200;1649436000078125;0;21599;1;1111;1554.000000;36880;32256;31967;33071;32864;32687;29968;34350;31893;0;0;9.649284;-1.023098;-1.470084;0.011788;0.001295;-0.013261;-45.409368;30.417301;-13.363451;0.605658;-0.339636;-0.676543;-0.245183;30.229226;0.000000;4222556160200;1649436000078125;0;9311;1;1111;1578.000000;36928;32464;31999;28655;34512;32815;28740;34460;31254;0;0;9.801311;-0.900557;-1.175243;-0.091619;0.066274;-0.032772;-67.179198;13.326162;-25.449267;-0.451681;0.560957;0.493419;0.487699;30.191289;0.000000;4222556160200;1649436000078125;0;62551;1;1111;1657.000000;34432;45552;34751;32879;33072;32703;32843;30510;27757;0;0;1.083158;9.522760;1.726437;0.067194;0.180936;-0.011278;-7.180925;-30.252996;-67.352120;-0.760367;-0.622376;0.154395;0.103211;25.945758;0.000000;4222556160200;1649436000078125;0;5215;1;1111;1657.000000;37104;33040;32207;32591;33056;32735;30138;32434;34587;0;0;9.869231;0.864319;-1.457929;-0.111132;0.013628;-0.039203;-47.609255;-4.161907;18.104436;0.168912;0.744991;-0.117878;0.634478;30.050352;0.000000;4222556160200;1649436000078125;0;58455;1;1111;1669.000000;45856;34096;31743;31759;33488;32735;29284;30689;34389;0;0;9.964385;0.847315;-0.611326;-0.173257;0.091173;0.038259;-53.672018;-23.978398;15.063746;0.364997;0.628584;-0.339586;0.596943;29.663699;0.000000;4222556160200;1649436000078125;0;42079;1;1111;1611.000000;33904;28672;33295;30751;32320;32719;30837;39064;32891;0;0;2.487286;-9.214713;2.168743;-0.034980;0.017460;-0.024185;-35.588644;83.485628;-3.194711;-0.067747;0.209648;-0.589759;0.776944;25.651313;0.000000
;4222556160220;1649436000085937;0;37983;1;1112;1554.000000;36896;32256;31967;33039;32848;32687;29968;34334;31877;0;0;9.685713;-1.023678;-1.470116;-0.039640;-0.024430;-0.011941;-45.287685;30.314249;-13.486759;0.605560;-0.339830;-0.676457;-0.245393;30.229226;0.000000;4222556160220;1649436000085937;0;29791;1;1112;1579.000000;36944;32480;31999;28655;34512;32799;28708;34460;31238;0;0;9.838087;-0.863475;-1.175301;-0.092279;0.063294;-0.059100;-67.419154;13.456603;-25.422820;-0.451586;0.560934;0.493500;0.487730;30.396243;0.000000;4222556160220;1649436000085937;0;13399;1;1112;1656.000000;34416;45568;34751;32879;33072;32687;32843;30510;27757;0;0;1.070324;9.533994;1.726261;0.067184;0.183699;-0.036096;-7.264728;-30.054868;-67.535635;-0.760368;-0.622379;0.154337;0.103267;25.737135;0.000000;4222556160220;1649436000085937;0;21599;1;1112;1657.000000;37104;33040;32223;32607;33072;32735;30154;32434;34603;0;0;9.869208;0.864300;-1.421938;-0.085490;0.039038;-0.038338;-47.638598;-4.168024;17.835371;0.168949;0.744944;-0.117792;0.634539;30.050352;0.000000;4222556160220;1649436000085937;0;13399;1;1112;1670.000000;45776;34128;31775;31775;33488;32735;29220;30657;34389;0;0;9.903763;0.873278;-0.587169;-0.147776;0.088472;0.037230;-53.685787;-23.855855;15.095896;0.365048;0.628403;-0.339934;0.596904;29.861523;0.000000;4222556160220;1649436000085937;0;58463;1;1112;1611.000000;33904;28672;33295;30751;32320;32719;30821;39032;32875;0;0;2.487286;-9.214713;2.168743;-0.034980;0.017460;-0.024185;-35.656180;82.887725;-3.381613;-0.067718;0.209678;-0.589720;0.776968;25.651313;0.000000
;4222556160240;1649436000093750;0;54367;1;1113;1554.000000;36912;32288;31951;33055;32848;32687;29984;34350;31909;0;0;9.721029;-0.952351;-1.506487;-0.013916;-0.024396;-0.012402;-45.294069;29.738822;-13.351644;0.605496;-0.339961;-0.676397;-0.245537;30.229226;0.000000;4222556160240;1649436000093750;0;46175;1;1113;1578.000000;36944;32480;32015;28655;34512;32815;28692;34460;31238;0;0;9.837264;-0.864839;-1.139323;-0.091619;0.066274;-0.032772;-67.476751;12.770499;-25.442152;-0.451547;0.560955;0.493521;0.487721;30.191289;0.000000;4222556160240;1649436000093750;0;29783;1;1113;1656.000000;34432;45568;34751;32879;33056;32703;32843;30494;27741;0;0;1.082377;9.533809;1.726278;0.067006;0.158294;-0.010725;-7.115703;-29.296287;-67.901392;-0.760365;-0.622357;0.154416;0.103310;25.737135;0.000000;4222556160240;1649436000093750;0;33887;1;1113;1657.000000;37088;32992;32191;32591;33072;32735;30138;32434;34587;0;0;9.834986;0.758351;-1.493841;-0.110945;0.038894;-0.038901;-47.640491;-4.013919;17.913455;0.169060;0.744881;-0.117767;0.634588;30.050352;0.000000;4222556160240;1649436000093750;0;29783;1;1113;1670.000000;45728;34208;31839;31775;33488;32735;29268;30689;34405;0;0;9.866543;0.933846;-0.539293;-0.147776;0.088472;0.037230;-53.447357;-23.042598;15.266829;0.365098;0.628223;-0.340282;0.596864;29.861523;0.000000;4222556160240;1649436000093750;0;5215;1;1113;1611.000000;33920;28656;33295;30751;32320;32719;30837;39064;32891;0;0;2.523661;-9.251440;2.168747;-0.034980;0.017460;-0.024185;-35.768431;80.535866;-3.477986;-0.067689;0.209709;-0.589682;0.776992;25.651313;0.000000
;4222556160260;1649436000101562;0;9311;1;1114;1554.000000;36912;32336;31935;33055;32848;32687;29984;34366;31925;0;0;9.719344;-0.844490;-1.542823;-0.013916;-0.024396;-0.012402;-45.410137;29.701119;-13.376733;0.605431;-0.340093;-0.676337;-0.245680;30.229226;0.000000;4222556160260;1649436000101562;0;62559;1;1114;1579.000000;36944;32464;31983;28639;34512;32799;28724;34476;31254;0;0;9.838665;-0.899736;-1.211260;-0.117083;0.063340;-0.059567;-67.607483;12.766795;-25.581110;-0.451396;0.560975;0.493556;0.487802;30.396243;0.000000;4222556160260;1649436000101562;0;54359;1;1114;1657.000000;34432;45568;34767;32879;33072;32703;32859;30510;27757;0;0;1.082990;9.534705;1.738526;0.067194;0.180936;-0.011278;-7.129616;-29.598536;-67.767391;-0.760375;-0.622344;0.154426;0.103300;25.945758;0.000000;4222556160260;1649436000101562;0;58463;1;1114;1658.000000;37072;32960;32143;32591;33072;32751;30170;32418;34587;0;0;9.800986;0.690197;-1.601763;-0.109917;0.037381;-0.013970;-47.636920;-4.179910;17.954735;0.169106;0.744810;-0.117814;0.634650;30.251762;0.000000;4222556160260;1649436000101562;0;50263;1;1114;1670.000000;45728;34224;31775;31791;33488;32735;29268;30657;34405;0;0;9.866247;0.945836;-0.587237;-0.122649;0.088330;0.037137;-53.500418;-23.084368;15.228599;0.365087;0.628079;-0.340572;0.596858;29.861523;0.000000;4222556160260;1649436000101562;0;25695;1;1114;1610.000000;33904;28672;33295;30751;32320;32719;30821;39032;32907;0;0;2.485977;-9.214712;2.168299;-0.034982;0.017793;-0.023874;-35.884759;81.256002;-3.467819;-0.067660;0.209737;-0.589643;0.777016;25.453195;0.000000
;4222556160280;1649436000109375;0;25695;1;1115;1554.000000;36912;32384;31935;33071;32848;32687;29968;34350;31909;0;0;9.717626;-0.736627;-1.542819;0.011808;-0.024361;-0.012863;-45.481822;29.837019;-13.392779;0.605400;-0.340162;-0.676302;-0.245756;30.229226;0.000000;4222556160280;1649436000109375;0;13407;1;1115;1579.000000;36944;32432;31999;28623;34512;32799;28724;34476;31254;0;0;9.839700;-0.972309;-1.175250;-0.141887;0.063386;-0.060034;-67.481079;12.776532;-25.568519;-0.451190;0.561038;0.493546;0.487931;30.396243;0.000000;4222556160280;1649436000109375;0;5207;1;1115;1658.000000;34416;45536;34767;32879;33072;32703;32843;30510;27773;0;0;1.071674;9.511667;1.738670;0.067168;0.177809;-0.012201;-7.222150;-29.427425;-67.361726;-0.760382;-0.622331;0.154443;0.103300;26.154381;0.000000;4222556160280;1649436000109375;0;9311;1;1115;1658.000000;37056;32928;32127;32575;33072;32751;30170;32418;34619;0;0;9.766189;0.619742;-1.637693;-0.135372;0.037237;-0.014533;-47.664479;-4.145186;17.662634;0.169228;0.744724;-0.117922;0.634699;30.251762;0.000000;4222556160280;1649436000109375;0;5207;1;1115;1670.000000;45744;34304;31759;31791;33488;32719;29252;30657;34373;0;0;9.877257;1.005560;-0.599206;-0.122490;0.087949;0.011958;-53.441837;-22.994509;15.259478;0.365112;0.627982;-0.340776;0.596828;29.861523;0.000000;4222556160280;1649436000109375;0;46175;1;1115;1611.000000;33904;28672;33295;30751;32320;32719;30837;39048;32891;0;0;2.487286;-9.214713;2.168743;-0.034980;0.017460;-0.024185;-35.857387;81.292379;-3.436143;-0.067631;0.209768;-0.589605;0.777039;25.651313;0.000000
;4222556160300;1649436000117187;0;42079;1;1116;1554.000000;36912;32416;31951;33071;32848;32687;29984;34366;31877;0;0;9.716449;-0.664717;-1.506476;0.011808;-0.024361;-0.012863;-45.648039;29.846032;-13.279269;0.605368;-0.340232;-0.676268;-0.245832;30.229226;0.000000;4222556160300;1649436000117187;0;25695;1;1116;1578.000000;36944;32400;31999;28639;34512;32799;28708;34476;31254;0;0;9.839993;-1.046204;-1.175216;-0.116741;0.065721;-0.058598;-67.352001;12.749250;-25.450288;-0.451047;0.561054;0.493576;0.488014;30.191289;0.000000;4222556160300;1649436000117187;0;17495;1;1116;1657.000000;34416;45552;34783;32879;33072;32703;32827;30494;27757;0;0;1.071138;9.522943;1.750602;0.067194;0.180936;-0.011278;-7.417450;-29.354494;-67.412273;-0.760392;-0.622318;0.154453;0.103290;25.945758;0.000000;4222556160300;1649436000117187;0;21599;1;1116;1657.000000;37056;32896;32127;32575;33056;32751;30170;32434;34587;0;0;9.766542;0.546454;-1.637646;-0.136511;0.013231;-0.014201;-47.539764;-4.148980;17.630970;0.169341;0.744695;-0.118051;0.634678;30.050352;0.000000;4222556160300;1649436000117187;0;13399;1;1116;1669.000000;45760;34304;31679;31791;33488;32735;29252;30689;34373;0;0;9.889057;1.004414;-0.659408;-0.123002;0.090890;0.038073;-53.689633;-23.426056;15.135730;0.365102;0.627830;-0.341065;0.596828;29.663699;0.000000;4222556160300;1649436000117187;0;62559;1;1116;1611.000000;33904;28672;33295;30751;32320;32719;30837;39048;32907;0;0;2.487286;-9.214713;2.168743;-0.034980;0.017460;-0.024185;-35.860436;81.112068;-3.619501;-0.067603;0.209798;-0.589566;0.777063;25.651313;0.000000
;4222556160320;1649436000125000;0;58463;1;1117;1554.000000;36912;32400;31951;33071;32848;32687;29968;34366;31909;0;0;9.717022;-0.700672;-1.506477;0.011808;-0.024361;-0.012863;-45.384564;29.679316;-13.177436;0.605336;-0.340301;-0.676234;-0.245908;30.229226;0.000000;4222556160320;1649436000125000;0;50271;1;1117;1579.000000;36944;32400;31983;28639;34512;32815;28724;34444;31254;0;0;9.840816;-1.044849;-1.211193;-0.116767;0.063938;-0.034213;-67.545569;12.876816;-25.357417;-0.450946;0.561121;0.493555;0.488051;30.396243;0.000000;4222556160320;1649436000125000;0;33879;1;1117;1657.000000;34416;45552;34767;32879;33072;32703;32859;30510;27773;0;0;1.071121;9.522944;1.738511;0.067194;0.180936;-0.011278;-7.671738;-29.243145;-67.544748;-0.760402;-0.622305;0.154463;0.103280;25.945758;0.000000;4222556160320;1649436000125000;0;42079;1;1117;1658.000000;37104;32912;32127;32575;33056;32735;30186;32434;34619;0;0;9.874515;0.582550;-1.637746;-0.135634;0.012223;-0.040396;-47.482222;-4.157314;18.080909;0.169515;0.744683;-0.118101;0.634637;30.251762;0.000000;4222556160320;1649436000125000;0;33879;1;1117;1670.000000;45808;34192;31807;31791;33488;32719;29268;30657;34389;0;0;9.927132;0.920800;-0.563156;-0.122490;0.087949;0.011958;-53.862984;-23.294745;15.016061;0.365149;0.627720;-0.341293;0.596785;29.861523;0.000000;4222556160320;1649436000125000;0;13407;1;1117;1611.000000;33904;28672;33295;30751;32320;32719;30821;39064;32875;0;0;2.487286;-9.214713;2.168743;-0.034980;0.017460;-0.024185;-35.887316;81.248672;-3.466512;-0.067574;0.209828;-0.589527;0.777087;25.651313;0.000000
;4222556160340;1649436000132812;0;9311;1;1118;1554.000000;36912;32384;31935;33071;32848;32687;29968;34382;31893;0;0;9.717626;-0.736627;-1.542819;0.011808;-0.024361;-0.012863;-45.268824;29.864574;-13.137444;0.605302;-0.340375;-0.676198;-0.245988;30.229226;0.000000;4222556160340;1649436000132812;0;58463;1;1118;1578.000000;36960;32432;31983;28655;34512;32799;28740;34492;31238;0;0;9.875488;-0.974176;-1.211267;-0.091935;0.065675;-0.058131;-67.368795;12.879675;-25.318101;-0.450857;0.561095;0.493632;0.488086;30.191289;0.000000;4222556160340;1649436000132812;0;50263;1;1118;1657.000000;34416;45552;34767;32879;33072;32703;32859;30494;27757;0;0;1.071121;9.522944;1.738511;0.067194;0.180936;-0.011278;-7.512274;-29.268803;-67.523846;-0.760412;-0.622292;0.154472;0.103270;25.945758;0.000000;4222556160340;1649436000132812;0;58463;1;1118;1657.000000;37120;32960;32143;32591;33056;32751;30170;32434;34619;0;0;9.908011;0.686261;-1.601824;-0.111056;0.013376;-0.013638;-47.897130;-4.131642;18.026417;0.169553;0.744671;-0.118167;0.634629;30.050352;0.000000;4222556160340;1649436000132812;0;54359;1;1118;1670.000000;45824;34096;31823;31791;33488;32719;29268;30673;34389;0;0;9.940500;0.848665;-0.551145;-0.122490;0.087949;0.011958;-53.361270;-22.860905;15.053943;0.365174;0.627623;-0.341499;0.596755;29.861523;0.000000;4222556160340;1649436000132812;0;29791;1;1118;1611.000000;33904;28672;33311;30751;32320;32719;30853;39032;32891;0;0;2.487274;-9.214729;2.204585;-0.034980;0.017460;-0.024185;-35.731550;81.447422;-3.312910;-0.067546;0.209858;-0.589489;0.777110;25.651313;0.000000
;4222556160360;1649436000140625;0;25695;1;1119;1554.000000;36912;32336;31903;33071;32864;32687;29968;34350;31909;0;0;9.719409;-0.844493;-1.615504;0.011788;0.001295;-0.013261;-45.448489;29.706294;-13.431999;0.605337;-0.340419;-0.676105;-0.246098;30.229226;0.000000;4222556160360;1649436000140625;0;13407;1;1119;1579.000000;36960;32448;31999;28655;34512;32799;28724;34476;31238;0;0;9.875693;-0.936573;-1.175308;-0.092279;0.063294;-0.059100;-67.436826;12.752975;-25.570228;-0.450761;0.561072;0.493714;0.488118;30.396243;0.000000;4222556160360;1649436000140625;0;62551;1;1119;1656.000000;34416;45552;34767;32879;33072;32703;32811;30510;27757;0;0;1.070524;9.522047;1.738353;0.067216;0.183575;-0.010603;-7.402003;-29.237331;-67.502110;-0.760423;-0.622280;0.154476;0.103252;25.737135;0.000000;4222556160360;1649436000140625;0;9311;1;1119;1658.000000;37104;33008;32143;32607;33072;32751;30170;32418;34635;0;0;9.871179;0.795630;-1.601866;-0.084463;0.037526;-0.013407;-47.813780;-4.274635;17.878701;0.169523;0.744617;-0.118153;0.634703;30.251762;0.000000;4222556160360;1649436000140625;0;62551;1;1119;1669.000000;45840;34000;31823;31791;33488;32719;29252;30705;34389;0;0;9.953670;0.775605;-0.551413;-0.122843;0.090509;0.012890;-53.696654;-23.217328;15.019910;0.365223;0.627506;-0.341726;0.596718;29.663699;0.000000;4222556160360;1649436000140625;0;46175;1;1119;1611.000000;33904;28672;33295;30751;32320;32719;30837;39048;32891;0;0;2.487286;-9.214713;2.168743;-0.034980;0.017460;-0.024185;-35.773431;80.983169;-3.483717;-0.067518;0.209887;-0.589450;0.777134;25.651313;0.000000
;4222556160380;1649436000148437;0;37983;1;1120;1553.000000;36896;32288;31887;33071;32864;32671;29968;34350;31909;0;0;9.683895;-0.951722;-1.650839;0.014013;0.002848;-0.038326;-45.311711;29.683540;-13.317050;0.605353;-0.340391;-0.676044;-0.246265;30.014327;0.000000;4222556160380;1649436000148437;0;29791;1;1120;1578.000000;36944;32448;31983;28639;34512;32815;28708;34460;31254;0;0;9.838419;-0.937358;-1.211243;-0.116425;0.066320;-0.033239;-67.821583;12.750623;-25.705547;-0.450668;0.561136;0.493688;0.488157;30.191289;0.000000;4222556160380;1649436000148437;0;13399;1;1120;1656.000000;34432;45552;34767;32895;33072;32703;32827;30510;27757;0;0;1.082577;9.521862;1.738370;0.092857;0.183602;-0.010439;-7.451363;-29.369663;-67.640819;-0.760373;-0.622344;0.154490;0.103217;25.737135;0.000000;4222556160380;1649436000148437;0;25695;1;1120;1657.000000;37088;33056;32175;32607;33056;32751;30170;32418;34603;0;0;9.832802;0.900430;-1.529906;-0.085601;0.013520;-0.013075;-47.845175;-4.225851;17.950030;0.169485;0.744621;-0.118158;0.634707;30.050352;0.000000;4222556160380;1649436000148437;0;13399;1;1120;1670.000000;45792;33936;31823;31807;33488;32719;29252;30689;34389;0;0;9.918437;0.729220;-0.551180;-0.097362;0.087808;0.011865;-53.856375;-23.158074;15.126167;0.365208;0.627432;-0.341895;0.596708;29.861523;0.000000;4222556160380;1649436000148437;0;62559;1;1120;1611.000000;33888;28688;33311;30751;32320;32735;30837;39080;32875;0;0;2.450898;-9.178001;2.204581;-0.035270;0.018196;0.001742;-35.765630;81.068521;-3.510532;-0.067566;0.209855;-0.589434;0.777151;25.651313;0.000000
